,ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,Geography,ID Geography,Slug Geography
124,3,Wholesale Trade (Group),4,Wholesale Trade,2013,2013,04000US30,Montana,14,18.867962264113206,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
125,4,Retail Trade (Group),5,Retail Trade,2013,2013,04000US30,Montana,90,42.8018691180654,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
126,5,"Transportation & Warehousing, & Utilities",6,Transportation & Warehousing,2013,2013,04000US30,Montana,20,11.180339887498949,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
127,5,"Transportation & Warehousing, & Utilities",7,Utilities,2013,2013,04000US30,Montana,3,11.6619037896906,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
128,6,Information (Group),8,Information,2013,2013,04000US30,Montana,9,17.204650534085253,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
129,7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,Finance & Insurance,2013,2013,04000US30,Montana,11,18.867962264113206,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
130,7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,Real Estate & Rental & Leasing,2013,2013,04000US30,Montana,17,23.259406699226012,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
131,8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,2013,04000US30,Montana,10,18.027756377319946,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
132,8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,Management of Companies & Enterprises,2013,2013,04000US30,Montana,0,14.142135623730951,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
133,8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,Administrative & Support & Waste Management Services,2013,2013,04000US30,Montana,58,36.359317925395686,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
134,9,"Educational Services, & Health Care & Social Assistance",14,Educational Services,2013,2013,04000US30,Montana,21,20.518284528683193,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
135,9,"Educational Services, & Health Care & Social Assistance",15,Health Care & Social Assistance,2013,2013,04000US30,Montana,22,25.079872407968907,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
136,10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,2013,04000US30,Montana,24,23.853720883753123,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
137,10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,Accommodation & Food Services,2013,2013,04000US30,Montana,257,94.04786015641186,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
138,11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,2013,04000US30,Montana,18,19.1049731745428,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
139,12,Public Administration (Group),19,Public Administration,2013,2013,04000US30,Montana,31,27.459060435491963,"West Yellowstone, MT",16000US3079525,west-yellowstone-mt
